Birth Country,Category,Country,Name,Nobel Laureats,Year
Germany,Austria Chemistr,Germany,Richard Kuhn,1,1938
Germany,Chemistr,Germany,Fritz Haber,1,1918
Germany,Chemistr,Germany,Carl Bosch,1,1931
Germany,Chemistr,Germany,Otto Hahn,1,1944
Argentina,Chemistry,Argentina,Luis Federico Leloir,1,1970
Australia,Chemistry,Australia,John Warcup Cornforth,1,1975
Austria,Chemistry,Austria,Friderik Pregl,1,1923
Austria,Chemistry,Austria,Richard Adolf Zsigmondy*,1,1925
Austria,Chemistry,Austria,Richard Kuhn*,1,1938
Austria,Chemistry,Austria,Max F. Perutz,1,1962
Austria,Chemistry,Austria,Walter Kohn*,1,1998
Russia,Chemistry,Belgium,Ilya Prigogine,1,1977
Canada,Chemistry,Canada,William Giauque*,1,1949
Canada,Chemistry,Canada,John C. Polanyi,1,1986
Canada,Chemistry,Canada,Sidney Altman,1,1989
Canada,Chemistry,Canada,Rudolph A. Marcus*,1,1992
Germany,Chemistry,Canada,Gerhard Herzberg,1,1971
United Kingdom,Chemistry,Canada,Michael Smith,1,1993
Czech Republic,Chemistry,Czech Republic,Jaroslav Heyrovský,1,1959
Denmark,Chemistry,Denmark,Jens Christian Skou,1,1997
Egypt,Chemistry,Egypt,Ahmed Zewail,1,1999
Finland,Chemistry,Finland,Artturi Ilmari Virtanen,1,1945
France,Chemistry,France,Henri Moissan,1,1906
France,Chemistry,France,Paul Sabatier,1,1912
France,Chemistry,France,Victor Grignard,1,1912
France,Chemistry,France,Frédéric Joliot,1,1935
France,Chemistry,France,Irène Joliot-Curie,1,1935
France,Chemistry,France,Jean-Marie Lehn,1,1987
France,Chemistry,France,Yves Chauvin,1,2005
Russian Poland,Chemistry,France,Marie Curie,1,1911
Germany,Chemistry,Germany,Hermann Emil Fischer,1,1902
Germany,Chemistry,Germany,Adolf von Baeyer,1,1905
Germany,Chemistry,Germany,Eduard Buchner,1,1907
Germany,Chemistry,Germany,Otto Wallach,1,1910
Germany,Chemistry,Germany,Richard Willstätter,1,1915
Germany,Chemistry,Germany,Walther Nernst,1,1920
Germany,Chemistry,Germany,Richard Adolf Zsigmondy,1,1925
Germany,Chemistry,Germany,Heinrich Otto Wieland,1,1927
Germany,Chemistry,Germany,Adolf Otto Reinhold Windaus,1,1928
Germany,Chemistry,Germany,Hans von Euler-Chelpin*,1,1929
Germany,Chemistry,Germany,Hans Fischer,1,1930
Germany,Chemistry,Germany,Friedrich Bergius,1,1931
Germany,Chemistry,Germany,Adolf Butenandt,1,1939
Germany,Chemistry,Germany,Kurt Alder,1,1950
Germany,Chemistry,Germany,Otto Diels,1,1950
Germany,Chemistry,Germany,Hermann Staudinger,1,1953
Germany,Chemistry,Germany,Karl Ziegler,1,1963
Germany,Chemistry,Germany,Manfred Eigen,1,1967
Germany,Chemistry,Germany,Gerhard Herzberg*,1,1971
Germany,Chemistry,Germany,Ernst Otto Fischer,1,1973
Germany,Chemistry,Germany,Georg Wittig,1,1979
Germany,Chemistry,Germany,Hartmut Michel,1,1988
Germany,Chemistry,Germany,Johann Deisenhofer,1,1988
Germany,Chemistry,Germany,Robert Huber,1,1988
Germany,Chemistry,Germany,Gerhard Ertl,1,2007
Latvia,Chemistry,Germany,Wilhelm Ostwald,1,1909
Hungary,Chemistry,Hungary,George de Hevesy,1,1943
Hungary,Chemistry,Hungary,George Andrew Olah*,1,1994
Hungary,Chemistry,Hungary,Avram Hershko*,1,2004
India,Chemistry,India,Venkatraman Ramakrishnan*,1,2009
Hungary,Chemistry,Israel,Avram Hershko,1,2004
Israel,Chemistry,Israel,Aaron Ciechanover,1,2004
Israel,Chemistry,Israel,Ada E. Yonath,1,2009
Italy,Chemistry,Italy,Giulio Natta,1,1963
Japan,Chemistry,Japan,Kenichi Fukui,1,1981
Japan,Chemistry,Japan,Hideki Shirakawa,1,2000
Japan,Chemistry,Japan,Ryoji Noyori,1,2001
Japan,Chemistry,Japan,Koichi Tanaka,1,2002
Japan,Chemistry,Japan,Osamu Shimomura*,1,2008
Latvia,Chemistry,Latvia,Wilhelm Ostwald,1,1909
Lithuania,Chemistry,Lithuania,Aaron Klug*,1,1982
Mexico,Chemistry,Mexico,Mario J. Molina*,1,1995
Netherlands,Chemistry,Netherlands,Jacobus Henricus van 't Hoff,1,1901
Netherlands,Chemistry,Netherlands,Peter Debye,1,1936
Netherlands,Chemistry,Netherlands,Paul J. Crutzen,1,1995
New Zealand,Chemistry,New Zealand,Ernest Rutherford*,1,1908
New Zealand,Chemistry,New Zealand,Alan MacDiarmid*,1,2000
Norway,Chemistry,Norway,Lars Onsager,1,1968
Norway,Chemistry,Norway,Odd Hassel,1,1969
Poland,Chemistry,Poland,Marie Sk?odowska-Curie*,1,1911
Poland,Chemistry,Poland,Roald Hoffmann*,1,1981
Republic Of China (Taiwan),Chemistry,Republic Of China (Taiwan),Yuan T. Lee*,1,1986
Russia,Chemistry,Russia,Nikolay Semyonov,1,1956
Russia,Chemistry,Russia,Ilya Prigogine*,1,1977
Germany,Chemistry,Sweden,Hans von Euler-Chelpin,1,1929
Sweden,Chemistry,Sweden,Svante Arrhenius,1,1903
Sweden,Chemistry,Sweden,Theodor Svedberg,1,1926
Sweden,Chemistry,Sweden,Arne Tiselius,1,1948
Switzerland,Chemistry,Switzerland,Alfred Werner,1,1913
Switzerland,Chemistry,Switzerland,Paul Karrer,1,1937
Switzerland,Chemistry,Switzerland,Richard R. Ernst,1,1991
Switzerland,Chemistry,Switzerland,Kurt Wüthrich,1,2002
Yugoslavia,Chemistry,Switzerland,Leopold Ružic(ka*,1,1939
Yugoslavia,Chemistry,Switzerland,Vladimir Prelog,1,1975
Australia,Chemistry,United Kingdom,John Cornforth,1,1975
Austria,Chemistry,United Kingdom,Max Perutz,1,1962
India,Chemistry,United Kingdom,Venkatraman Ramakrishnan,1,2009
Lithuania,Chemistry,United Kingdom,Aaron Klug,1,1982
New Zealand,Chemistry,United Kingdom,Ernest Rutherford,1,1908
United Kingdom,Chemistry,United Kingdom,William Ramsay,1,1904
United Kingdom,Chemistry,United Kingdom,Frederick Soddy,1,1921
United Kingdom,Chemistry,United Kingdom,Francis William Aston,1,1922
United Kingdom,Chemistry,United Kingdom,Arthur Harden,1,1929
United Kingdom,Chemistry,United Kingdom,Norman Haworth,1,1937
United Kingdom,Chemistry,United Kingdom,Robert Robinson,1,1947
United Kingdom,Chemistry,United Kingdom,Archer John Porter Martin,1,1952
United Kingdom,Chemistry,United Kingdom,Richard Laurence Millington Synge,1,1952
United Kingdom,Chemistry,United Kingdom,Cyril Norman Hinshelwood,1,1956
United Kingdom,Chemistry,United Kingdom,Alexander R. Todd,1,1957
United Kingdom,Chemistry,United Kingdom,Frederick Sanger,1,1958
United Kingdom,Chemistry,United Kingdom,John Kendrew,1,1962
United Kingdom,Chemistry,United Kingdom,Dorothy Crowfoot Hodgkin,1,1964
United Kingdom,Chemistry,United Kingdom,George Porter,1,1967
United Kingdom,Chemistry,United Kingdom,Ronald George Wreyford Norrish,1,1967
United Kingdom,Chemistry,United Kingdom,Derek Harold Richard Barton,1,1969
United Kingdom,Chemistry,United Kingdom,Geoffrey Wilkinson,1,1973
United Kingdom,Chemistry,United Kingdom,Peter D. Mitchell,1,1978
United Kingdom,Chemistry,United Kingdom,Frederick Sanger,1,1980
United Kingdom,Chemistry,United Kingdom,Michael Smith*,1,1993
United Kingdom,Chemistry,United Kingdom,Harold Kroto,1,1996
United Kingdom,Chemistry,United Kingdom,John E. Walker,1,1997
United Kingdom,Chemistry,United Kingdom,John Pople,1,1998
Austria,Chemistry,United States,Walter Kohn,1,1998
Canada,Chemistry,United States,William Giauque,1,1949
Canada,Chemistry,United States,Henry Taube,1,1983
Canada,Chemistry,United States,Sidney Altman,1,1989
Egypt,Chemistry,United States,Ahmed H. Zewail,1,1999
Hungary,Chemistry,United States,George Andrew Olah,1,1994
Japan,Chemistry,United States,Osamu Shimomura,1,2008
Korea,Chemistry,United States,Charles J. Pedersen,1,1987
Mexico,Chemistry,United States,Mario J. Molina,1,1995
New Zealand,Chemistry,United States,Alan MacDiarmid,1,2000
Norway,Chemistry,United States,Lars Onsager,1,1968
Poland,Chemistry,United States,Roald Hoffmann,1,1981
Taiwan,Chemistry,United States,Yuan T. Lee,1,1986
United States,Chemistry,United States,Theodore W. Richards,1,1914
United States,Chemistry,United States,Irving Langmuir,1,1932
United States,Chemistry,United States,Harold C. Urey,1,1934
United States,Chemistry,United States,James B. Sumner,1,1946
United States,Chemistry,United States,John H. Northrop,1,1946
United States,Chemistry,United States,Wendell M. Stanley,1,1946
United States,Chemistry,United States,Edwin M. McMillan,1,1951
United States,Chemistry,United States,Glenn Theodore Seaborg,1,1951
United States,Chemistry,United States,Linus C. Pauling,1,1954
United States,Chemistry,United States,Vincent du Vigneaud,1,1955
United States,Chemistry,United States,Willard F. Libby,1,1960
United States,Chemistry,United States,Melvin Calvin,1,1961
United States,Chemistry,United States,Robert B. Woodward,1,1965
United States,Chemistry,United States,Robert S. Mulliken,1,1966
United States,Chemistry,United States,Christian Anfinsen,1,1972
United States,Chemistry,United States,Stanford Moore,1,1972
United States,Chemistry,United States,William H. Stein,1,1972
United States,Chemistry,United States,Paul J. Flory,1,1974
United States,Chemistry,United States,William Lipscomb,1,1976
United States,Chemistry,United States,Herbert C. Brown,1,1979
United States,Chemistry,United States,Paul Berg,1,1980
United States,Chemistry,United States,Walter Gilbert,1,1980
United States,Chemistry,United States,Bruce Merrifield,1,1984
United States,Chemistry,United States,Herbert A. Hauptman,1,1985
United States,Chemistry,United States,Jerome Karle,1,1985
United States,Chemistry,United States,Dudley R. Herschbach,1,1986
United States,Chemistry,United States,Donald J. Cram,1,1987
United States,Chemistry,United States,Thomas R. Cech,1,1989
United States,Chemistry,United States,Elias James Corey,1,1990
United States,Chemistry,United States,Rudolph A. Marcus,1,1992
United States,Chemistry,United States,Kary B. Mullis,1,1993
United States,Chemistry,United States,F. Sherwood Rowland,1,1995
United States,Chemistry,United States,Richard E. Smalley,1,1996
United States,Chemistry,United States,Robert F. Curl Jr.,1,1996
United States,Chemistry,United States,Paul D. Boyer,1,1997
United States,Chemistry,United States,Alan Heeger,1,2000
United States,Chemistry,United States,K. Barry Sharpless,1,2001
United States,Chemistry,United States,William S. Knowles,1,2001
United States,Chemistry,United States,Peter Agre,1,2003
United States,Chemistry,United States,Roderick MacKinnon,1,2003
United States,Chemistry,United States,Irwin Rose,1,2004
United States,Chemistry,United States,Richard R. Schrock,1,2005
United States,Chemistry,United States,Robert H. Grubbs,1,2005
United States,Chemistry,United States,Roger D. Kornberg,1,2006
United States,Chemistry,United States,Martin Chalfie,1,2008
United States,Chemistry,United States,Roger Yonchien Tsien,1,2008
United States,Chemistry,United States,Thomas A. Steitz,1,2009
Austria,Economic,United Kingdom,Friedrich Hayek,1,1974
Canada,Economic Sciences,Canada,William Vickrey*,1,1996
Austria,Economics,Austria,Friedrich Hayek,1,1974
Canada,Economics,Canada,Myron Scholes*,1,1997
Canada,Economics,Canada,Robert Mundell,1,1999
France,Economics,France,Gerard Debreu,1,1983
France,Economics,France,Maurice Allais,1,1988
Germany,Economics,Germany,Reinhard Selten,1,1994
Germany,Economics,Germany,Robert Aumann*,1,2005
Hungary,Economics,Hungary,John Harsanyi*,1,1994
India,Economics,India,Amartya Sen,1,1998
Germany,Economics,Israel,Robert Aumann,1,2005
Israel,Economics,Israel,Daniel Kahneman,1,2002
Italy,Economics,Italy,Franco Modigliani,1,1985
Netherlands,Economics,Netherlands,Jan Tinbergen,1,1969
Netherlands,Economics,Netherlands,Tjalling Koopmans,1,1975
Norway,Economics,Norway,Ragnar Anton Kittil Frisch,1,1969
Norway,Economics,Norway,Trygve Haavelmo,1,1989
Norway,Economics,Norway,Finn E. Kydland,1,2004
Russia,Economics,Russia,Leonid Kantorovich,1,1975
Russia,Economics,Russia,Leonid Hurwicz*,1,2007
St Lucia,Economics,St Lucia,Sir Arthur Lewis*,1,1979
Sweden,Economics,Sweden,Gunnar Myrdal,1,1974
Sweden,Economics,Sweden,Bertil Ohlin,1,1977
St Lucia,Economics,United Kingdom,Arthur Lewis,1,1979
United Kingdom,Economics,United Kingdom,John Hicks,1,1972
United Kingdom,Economics,United Kingdom,James Meade,1,1977
United Kingdom,Economics,United Kingdom,Richard Stone,1,1984
United Kingdom,Economics,United Kingdom,Ronald Coase,1,1991
United Kingdom,Economics,United Kingdom,James A. Mirrlees,1,1996
United Kingdom,Economics,United Kingdom,Clive W. J. Granger*,1,2003
Canada,Economics,United States,William Vickrey,1,1996
Canada,Economics,United States,Myron Scholes,1,1997
France,Economics,United States,Gerard Debreu,1,1983
Germany,Economics,United States,Wassily Leontief,1,1973
Germany,Economics,United States,Robert Aumann,1,2005
Hungary,Economics,United States,John Charles Harsanyi,1,1994
Israel,Economics,United States,Daniel Kahneman,1,2002
Italy,Economics,United States,Franco Modigliani,1,1985
Russia,Economics,United States,Leonid Hurwicz,1,2007
the Netherlands,Economics,United States,Tjalling C. Koopmans,1,1975
United States,Economics,United States,Paul A. Samuelson,1,1970
United States,Economics,United States,Simon Kuznets,1,1971
United States,Economics,United States,Kenneth J. Arrow,1,1972
United States,Economics,United States,Milton Friedman,1,1976
United States,Economics,United States,Herbert A. Simon,1,1978
United States,Economics,United States,Theodore Schultz,1,1979
United States,Economics,United States,Lawrence R. Klein,1,1980
United States,Economics,United States,James Tobin,1,1981
United States,Economics,United States,George J. Stigler,1,1982
United States,Economics,United States,James M. Buchanan,1,1986
United States,Economics,United States,Robert M. Solow,1,1987
United States,Economics,United States,Harry M. Markowitz,1,1990
United States,Economics,United States,Merton H. Miller,1,1990
United States,Economics,United States,William F. Sharpe,1,1990
United States,Economics,United States,Gary S. Becker,1,1992
United States,Economics,United States,Douglass C. North,1,1993
United States,Economics,United States,Robert W. Fogel,1,1993
United States,Economics,United States,John Forbes Nash,1,1994
United States,Economics,United States,Robert Lucas Jr.,1,1995
United States,Economics,United States,Robert C. Merton,1,1997
United States,Economics,United States,Daniel L. McFadden,1,2000
United States,Economics,United States,James J. Heckman,1,2000
United States,Economics,United States,A. Michael Spence,1,2001
United States,Economics,United States,George A. Akerlof,1,2001
United States,Economics,United States,Joseph E. Stiglitz,1,2001
United States,Economics,United States,Vernon L. Smith,1,2002
United States,Economics,United States,Robert F. Engle,1,2003
United States,Economics,United States,Edward C. Prescott,1,2004
United States,Economics,United States,Thomas Schelling,1,2005
United States,Economics,United States,Edmund S. Phelps,1,2006
United States,Economics,United States,Eric S. Maskin,1,2007
United States,Economics,United States,Roger B. Myerson,1,2007
United States,Economics,United States,Paul Krugman,1,2008
United States,Economics,United States,Elinor Ostrom*,1,2009
United States,Economics,United States,Oliver E. Williamson*,1,2009
United Kingdom,Literatur,United Kingdom,V.S. Naipaul,1,2001
Algeria,Literature,Algeria,Albert Camus*,1,1957
United Kingdom,Literature,Australia,Patrick White,1,1973
Austria,Literature,Austria,Elfriede Jelinek,1,2004
Belgium,Literature,Belgium,Maurice Maeterlinck,1,1911
Bulgaria,Literature,Bulgaria,Elias Canetti*,1,1981
Canada,Literature,Canada,Saul Bellow*,1,1976
Chile,Literature,Chile,Gabriela Mistral,1,1945
Chile,Literature,Chile,Pablo Neruda,1,1971
China,Literature,China,Gao Xingjian*,1,2000
Colombia,Literature,Colombia,Gabriel García Márquez,1,1982
Czech Republic,Literature,Czech Republic,Jaroslav Seifert,1,1984
Denmark,Literature,Denmark,Henrik Pontoppidan,1,1917
Denmark,Literature,Denmark,Karl Adolph Gjellerup,1,1917
Denmark,Literature,Denmark,Johannes Vilhelm Jensen,1,1944
Egypt,Literature,Egypt,Naguib Mahfouz,1,1988
Finland,Literature,Finland,Frans Eemil Sillanpää,1,1939
Algeria,Literature,France,Albert Camus,1,1957
China,Literature,France,Gao Xingjian,1,2000
France,Literature,France,Sully Prudhomme,1,1901
France,Literature,France,Frédéric Mistral,1,1904
France,Literature,France,Romain Rolland,1,1915
France,Literature,France,Anatole France,1,1921
France,Literature,France,Henri Bergson,1,1927
France,Literature,France,Roger Martin du Gard,1,1937
France,Literature,France,André Gide,1,1947
France,Literature,France,François Mauriac,1,1952
France,Literature,France,Saint-John Perse,1,1960
France,Literature,France,Jean-Paul Sartre,1,1964
France,Literature,France,J. M. G. Le Clézio,1,2008
Madagascar,Literature,France,Claude Simon,1,1985
Russia,Literature,France,Ivan Bunin,1,1933
Germany,Literature,Germany,Theodor Mommsen,1,1902
Germany,Literature,Germany,Rudolf Christoph Eucken,1,1908
Germany,Literature,Germany,Paul Johann Ludwig Heyse,1,1910
Germany,Literature,Germany,Gerhart Hauptmann,1,1912
Germany,Literature,Germany,Thomas Mann,1,1929
Germany,Literature,Germany,Herman Hesse*,1,1946
Germany,Literature,Germany,Nelly Sachs*,1,1966
Germany,Literature,Germany,Heinrich Böll,1,1972
Germany,Literature,Germany,Günter Grass,1,1999
Romania,Literature,Germany,Herta Müller,1,2009
Greece,Literature,Greece,Giorgos Seferis,1,1963
Greece,Literature,Greece,Odysseas Elytis,1,1979
Guatemala,Literature,Guatemala,Miguel Ángel Asturias,1,1967
Hungary,Literature,Hungary,Imre Kertész,1,2002
Iceland,Literature,Iceland,Halldór Laxness,1,1955
India,Literature,India,Rudyard Kipling*,1,1907
India,Literature,India,Rabindranath Tagore,1,1913
Iran,Literature,Iran,Doris Lessing*,1,2007
Ireland,Literature,Ireland,William Butler Yeats,1,1923
Ireland,Literature,Ireland,George Bernard Shaw*,1,1925
Ireland,Literature,Ireland,Samuel Beckett,1,1969
Ireland,Literature,Ireland,Seamus Heaney,1,1995
Israel,Literature,Israel,Shmuel Yosef Agnon,1,1966
Italy,Literature,Italy,Giosuè Carducci,1,1906
Italy,Literature,Italy,Grazia Deledda,1,1926
Italy,Literature,Italy,Luigi Pirandello,1,1934
Italy,Literature,Italy,Salvatore Quasimodo,1,1959
Italy,Literature,Italy,Eugenio Montale,1,1975
Italy,Literature,Italy,Dario Fo,1,1997
Japan,Literature,Japan,Yasunari Kawabata,1,1968
Japan,Literature,Japan,Kenzaburo- O-e,1,1994
Mexico,Literature,Mexico,Octavio Paz,1,1990
Nigeria,Literature,Nigeria,Wole Soyinka,1,1986
Norway,Literature,Norway,Bjørnstjerne Bjørnson,1,1903
Norway,Literature,Norway,Knut Hamsun,1,1920
Norway,Literature,Norway,Sigrid Undset,1,1928
Poland,Literature,Poland,Henryk Sienkiewicz,1,1905
Poland,Literature,Poland,W?adys?aw Reymont,1,1924
Poland,Literature,Poland,Isaac Bashevis Singer*,1,1978
Poland,Literature,Poland,Czes?aw Mi?osz,1,1980
Poland,Literature,Poland,Wis?awa Szymborska,1,1996
